"";"genes";"ensembl";"symbol"
"33965";"ENSG00000237125";"ENSG00000237125";"HAND2-AS1"
"33966";"ENSG00000237126";"ENSG00000237126";"ENSG00000237126"
"33967";"ENSG00000237127";"ENSG00000237127";"ENSG00000237127"
"33968";"ENSG00000237128";"ENSG00000237128";"LINC02652"
"33969";"ENSG00000237129";"ENSG00000237129";"MTCYBP34"
"33970";"ENSG00000237130";"ENSG00000237130";"MRPS6P2"
"33971";"ENSG00000237131";"ENSG00000237131";"ENSG00000237131"
"33972";"ENSG00000237133";NA;"ENSG00000237133"
"33973";"ENSG00000237135";"ENSG00000237135";"DDX10P1"
"33974";"ENSG00000237136";"ENSG00000237136";"C4orf51"
"33975";"ENSG00000237137";"ENSG00000237137";"ENSG00000237137"
"33976";"ENSG00000237138";"ENSG00000237138";"HUNK-AS1"
"33977";"ENSG00000237139";"ENSG00000237139";"RPS26P41"
"33978";"ENSG00000237140";"ENSG00000237140";"HSPE1P16"
"33979";"ENSG00000237141";"ENSG00000237141";"DNAJC19P1"
"33980";"ENSG00000237148";"ENSG00000237148";"HIGD1AP2"
"33981";"ENSG00000237149";"ENSG00000237149";"ZNF503-AS2"
"33982";"ENSG00000237153";"ENSG00000237153";"ENSG00000237153"
"33983";"ENSG00000237154";"ENSG00000237154";"MCFD2P1"
"33984";"ENSG00000237158";"ENSG00000237158";"ENSG00000237158"
"33985";"ENSG00000237159";"ENSG00000237159";"CNTFR-AS1"
"33986";"ENSG00000237160";"ENSG00000237160";"ENSG00000237160"
"33987";"ENSG00000237161";"ENSG00000237161";"ENSG00000237161"
"33988";"ENSG00000237162";"ENSG00000237162";"RPS20P9"
"33989";"ENSG00000237163";"ENSG00000237163";"ENSG00000237163"
"33990";"ENSG00000237164";"ENSG00000237164";"SLC25A15P2"
"33991";"ENSG00000237166";"ENSG00000237166";"LINC01792"
"33992";"ENSG00000237167";"ENSG00000237167";"ENSG00000237167"
"33993";"ENSG00000237169";"ENSG00000237169";"RPL12P27"
"33994";"ENSG00000237170";"ENSG00000237170";"RPS7P15"
"33995";"ENSG00000237171";"ENSG00000237171";"ENSG00000237171"
"33996";"ENSG00000237172";"ENSG00000237172";"B3GNT9"
"33997";"ENSG00000237173";"ENSG00000237173";"ENSG00000237173"
"33998";"ENSG00000237174";"ENSG00000237174";"ENSG00000237174"
"33999";"ENSG00000237175";"ENSG00000237175";"NME1P1"
"34000";"ENSG00000237176";"ENSG00000237176";"ENSG00000237176"
"34001";"ENSG00000237178";"ENSG00000237178";"H3P7"
"34002";"ENSG00000237179";"ENSG00000237179";"LINC01797"
"34003";"ENSG00000237180";"ENSG00000237180";"CYP46A4P"
"34004";"ENSG00000237181";"ENSG00000237181";"PRKAR1B-AS1"
"34005";"ENSG00000237182";"ENSG00000237182";"ENSG00000237182"
"34006";"ENSG00000237183";"ENSG00000237183";"KRTAP9-10P"
"34007";"ENSG00000237185";"ENSG00000237185";"VN1R66P"
"34008";"ENSG00000237186";"ENSG00000237186";"ENSG00000237186"
"34009";"ENSG00000237187";"ENSG00000237187";"NR2F1-AS1"
"34010";"ENSG00000237188";"ENSG00000237188";"ENSG00000237188"
"34011";"ENSG00000237190";"ENSG00000237190";"CDKN2AIPNL"
"34012";"ENSG00000237193";"ENSG00000237193";"ENSG00000237193"
"34013";"ENSG00000237194";"ENSG00000237194";"SNAI1P1"
"34014";"ENSG00000237195";"ENSG00000237195";"DLGAP5P1"
"34015";"ENSG00000237197";"ENSG00000237197";"IGHD1-7"
"34016";"ENSG00000237200";"ENSG00000237200";"ZBTB40-IT1"
"34017";"ENSG00000237202";"ENSG00000237202";"ENSG00000237202"
"34018";"ENSG00000237205";"ENSG00000237205";"RPL7P34"
"34019";"ENSG00000237206";"ENSG00000237206";"IMPDH1P4"
"34020";"ENSG00000237207";"ENSG00000237207";"RBM17P3"
"34021";"ENSG00000237208";"ENSG00000237208";"ENSG00000237208"
"34022";"ENSG00000237210";"ENSG00000237210";"ENSG00000237210"
"34023";"ENSG00000237211";"ENSG00000237211";"SETP4"
"34024";"ENSG00000237212";"ENSG00000237212";"ENSG00000237212"
"34025";"ENSG00000237213";"ENSG00000237213";"RPL23AP22"
"34026";"ENSG00000237214";"ENSG00000237214";"ENSG00000237214"
"34027";"ENSG00000237215";"ENSG00000237215";"DEFB131D"
"34028";"ENSG00000237217";"ENSG00000237217";"ENSG00000237217"
"34029";"ENSG00000237220";"ENSG00000237220";"ENSG00000237220"
"34030";"ENSG00000237221";"ENSG00000237221";"PPEF1-AS1"
"34031";"ENSG00000237222";"ENSG00000237222";"LINC01968"
"34032";"ENSG00000237223";"ENSG00000237223";"SULT1C2P1"
"34033";"ENSG00000237224";"ENSG00000237224";"ENSG00000237224"
"34034";"ENSG00000237225";"ENSG00000237225";"OR13K1P"
"34035";"ENSG00000237226";"ENSG00000237226";"RPS3AP39"
"34036";"ENSG00000237227";"ENSG00000237227";"ENSG00000237227"
"34037";"ENSG00000237230";"ENSG00000237230";"KRTAP2-5P"
"34038";"ENSG00000237232";"ENSG00000237232";"ZNF295-AS1"
"34039";"ENSG00000237233";"ENSG00000237233";"TMEM26-AS1"
"34040";"ENSG00000237234";"ENSG00000237234";"ENSG00000237234"
"34041";"ENSG00000237235";"ENSG00000237235";"TRDD2"
"34042";"ENSG00000237236";"ENSG00000237236";"ENSG00000237236"
"34043";"ENSG00000237238";"ENSG00000237238";"BMS1P10"
"34044";"ENSG00000237242";"ENSG00000237242";"BTF3P15"
"34045";"ENSG00000237243";"ENSG00000237243";"CREB3L2-AS1"
"34046";"ENSG00000237247";"ENSG00000237247";"MBD3L5"
"34047";"ENSG00000237248";"ENSG00000237248";"LINC00987"
"34048";"ENSG00000237249";"ENSG00000237249";"ENSG00000237249"
"34049";"ENSG00000237250";"ENSG00000237250";"ENSG00000237250"
"34050";"ENSG00000237251";"ENSG00000237251";"ENSG00000237251"
"34051";"ENSG00000237252";"ENSG00000237252";"MMADHCP1"
"34052";"ENSG00000237254";"ENSG00000237254";"TRBV30"
"34053";"ENSG00000237256";"ENSG00000237256";"PGAM3P"
"34054";"ENSG00000237257";"ENSG00000237257";"MTND2P8"
"34055";"ENSG00000237259";"ENSG00000237259";"ZNF133-AS1"
"34056";"ENSG00000237260";"ENSG00000237260";"PPIAP67"
"34057";"ENSG00000237261";"ENSG00000237261";"ENSG00000237261"
"34058";"ENSG00000237262";"ENSG00000237262";"ENSG00000237262"
"34059";"ENSG00000237263";"ENSG00000237263";"MAPK6P3"
"34060";"ENSG00000237264";"ENSG00000237264";"FTH1P11"
"34061";"ENSG00000237265";"ENSG00000237265";"ENSG00000237265"
"34062";"ENSG00000237266";"ENSG00000237266";"LINC01810"
"34063";"ENSG00000237267";"ENSG00000237267";"LINC01519"
"34064";"ENSG00000237268";"ENSG00000237268";"ENSG00000237268"
"34065";"ENSG00000237269";"ENSG00000237269";"RBMY2TP"
"34066";"ENSG00000237271";"ENSG00000237271";"ENSG00000237271"
"34067";"ENSG00000237272";"ENSG00000237272";"OR51R1P"
"34068";"ENSG00000237273";"ENSG00000237273";"RSL24D1P8"
"34069";"ENSG00000237274";"ENSG00000237274";"GTF3AP1"
"34070";"ENSG00000237275";"ENSG00000237275";"S100A11P10"
"34071";"ENSG00000237276";"ENSG00000237276";"ANO7L1"
"34072";"ENSG00000237278";"ENSG00000237278";"RLIMP2"
"34073";"ENSG00000237279";"ENSG00000237279";"H3P2"
"34074";"ENSG00000237280";"ENSG00000237280";"ENSG00000237280"
"34075";"ENSG00000237281";"ENSG00000237281";"CATIP-AS2"
"34076";"ENSG00000237282";"ENSG00000237282";"LINC00851"
"34077";"ENSG00000237283";"ENSG00000237283";"ENSG00000237283"
"34078";"ENSG00000237285";"ENSG00000237285";"HNRNPA1P2"
"34079";"ENSG00000237286";"ENSG00000237286";"CARD11-AS1"
"34080";"ENSG00000237289";"ENSG00000237289";"CKMT1B"
"34081";"ENSG00000237290";"ENSG00000237290";"LINC01343"
"34082";"ENSG00000237292";"ENSG00000237292";"LINC01732"
"34083";"ENSG00000237293";"ENSG00000237293";"ENSG00000237293"
"34084";"ENSG00000237294";"ENSG00000237294";"EIF4BP9"
"34085";"ENSG00000237296";"ENSG00000237296";"SMG1P1"
"34086";"ENSG00000237297";"ENSG00000237297";"ENSG00000237297"
"34087";"ENSG00000237298";"ENSG00000237298";"TTN-AS1"
"34088";"ENSG00000237299";"ENSG00000237299";"ENSG00000237299"
"34089";"ENSG00000237300";"ENSG00000237300";"MTCO1P19"
"34090";"ENSG00000237301";"ENSG00000237301";"ENSG00000237301"
"34091";"ENSG00000237302";"ENSG00000237302";"OFD1P11Y"
"34092";"ENSG00000237303";"ENSG00000237303";"HIGD1AP8"
"34093";"ENSG00000237306";"ENSG00000237306";"HSPE1P22"
"34094";"ENSG00000237307";"ENSG00000237307";"SRRM1P3"
"34095";"ENSG00000237308";"ENSG00000237308";"ENSG00000237308"
"34096";"ENSG00000237309";"ENSG00000237309";"MTND2P6"
"34097";"ENSG00000237310";"ENSG00000237310";"ENSG00000237310"
"34098";"ENSG00000237311";"ENSG00000237311";"ENSG00000237311"
"34099";"ENSG00000237312";"ENSG00000237312";"ENSG00000237312"
"34100";"ENSG00000237314";"ENSG00000237314";"RPL12P39"
"34101";"ENSG00000237316";"ENSG00000237316";"ENSG00000237316"
"34102";"ENSG00000237317";"ENSG00000237317";"ENSG00000237317"
"34103";"ENSG00000237319";"ENSG00000237319";"ENSG00000237319"
"34104";"ENSG00000237320";"ENSG00000237320";"ENSG00000237320"
"34105";"ENSG00000237321";"ENSG00000237321";"ENSG00000237321"
"34106";"ENSG00000237322";"ENSG00000237322";"RPL7L1P10"
"34107";"ENSG00000237323";"ENSG00000237323";"ENSG00000237323"
"34108";"ENSG00000237324";"ENSG00000237324";"ENSG00000237324"
"34109";"ENSG00000237325";"ENSG00000237325";"ENSG00000237325"
"34110";"ENSG00000237326";"ENSG00000237326";"ENSG00000237326"
"34111";"ENSG00000237327";"ENSG00000237327";"UPP2-IT1"
"34112";"ENSG00000237328";"ENSG00000237328";"RAI1-AS1"
"34113";"ENSG00000237329";"ENSG00000237329";"ENSG00000237329"
"34114";"ENSG00000237330";"ENSG00000237330";"RNF223"
"34115";"ENSG00000237331";"ENSG00000237331";"XIAP-AS1"
"34116";"ENSG00000237336";"ENSG00000237336";"ENSG00000237336"
"34117";"ENSG00000237337";"ENSG00000237337";"ELAVL4-AS1"
"34118";"ENSG00000237338";"ENSG00000237338";"FTCD-AS1"
"34119";"ENSG00000237339";"ENSG00000237339";"LINC01502"
"34120";"ENSG00000237341";"ENSG00000237341";"SYP-AS1"
"34121";"ENSG00000237342";"ENSG00000237342";"ENSG00000237342"
"34122";"ENSG00000237343";"ENSG00000237343";"ENSG00000237343"
"34123";"ENSG00000237345";"ENSG00000237345";"ENSG00000237345"
"34124";"ENSG00000237346";"ENSG00000237346";"ENSG00000237346"
"34125";"ENSG00000237347";"ENSG00000237347";"ENSG00000237347"
"34126";"ENSG00000237349";"ENSG00000237349";"ENSG00000237349"
"34127";"ENSG00000237350";"ENSG00000237350";"CDC42P6"
"34128";"ENSG00000237351";"ENSG00000237351";"ITPK1P1"
"34129";"ENSG00000237352";"ENSG00000237352";"LINC01358"
"34130";"ENSG00000237353";"ENSG00000237353";"PATE4"
"34131";"ENSG00000237354";"ENSG00000237354";"OR52S1P"
"34132";"ENSG00000237356";"ENSG00000237356";"ENSG00000237356"
"34133";"ENSG00000237357";"ENSG00000237357";"ENSG00000237357"
"34134";"ENSG00000237358";"ENSG00000237358";"ENSG00000237358"
"34135";"ENSG00000237359";"ENSG00000237359";"ENSG00000237359"
"34136";"ENSG00000237360";"ENSG00000237360";"CHCHD4P2"
"34137";"ENSG00000237361";"ENSG00000237361";"TUSC8"
"34138";"ENSG00000237363";"ENSG00000237363";"ENSG00000237363"
"34139";"ENSG00000237365";"ENSG00000237365";"ENSG00000237365"
"34140";"ENSG00000237370";"ENSG00000237370";"ENSG00000237370"
"34141";"ENSG00000237371";"ENSG00000237371";"ENSG00000237371"
"34142";"ENSG00000237372";"ENSG00000237372";"ENSG00000237372"
"34143";"ENSG00000237373";"ENSG00000237373";"BRWD1-IT1"
"34144";"ENSG00000237377";"ENSG00000237377";"ENSG00000237377"
"34145";"ENSG00000237378";"ENSG00000237378";"ENSG00000237378"
"34146";"ENSG00000237379";"ENSG00000237379";"CBX1P3"
"34147";"ENSG00000237380";"ENSG00000237380";"HOXD-AS2"
"34148";"ENSG00000237381";"ENSG00000237381";"NT5DC1P1"
"34149";"ENSG00000237382";"ENSG00000237382";"RPL21P121"
"34150";"ENSG00000237383";"ENSG00000237383";"CNN2P11"
"34151";"ENSG00000237385";"ENSG00000237385";"ENSG00000237385"
"34152";"ENSG00000237387";"ENSG00000237387";"ENSG00000237387"
"34153";"ENSG00000237388";"ENSG00000237388";"OR4A47"
"34154";"ENSG00000237389";"ENSG00000237389";"ENSG00000237389"
"34155";"ENSG00000237390";"ENSG00000237390";"ENSG00000237390"
"34156";"ENSG00000237396";"ENSG00000237396";"LNCNEF"
"34157";"ENSG00000237398";"ENSG00000237398";"HLA-DPA3"
"34158";"ENSG00000237399";"ENSG00000237399";"PITRM1-AS1"
"34159";"ENSG00000237400";"ENSG00000237400";"ENSG00000237400"
"34160";"ENSG00000237401";"ENSG00000237401";"LINC01304"
"34161";"ENSG00000237402";"ENSG00000237402";"CAMTA1-IT1"
"34162";"ENSG00000237406";"ENSG00000237406";"NDUFA9P1"
"34163";"ENSG00000237407";"ENSG00000237407";"ENSG00000237407"
"34164";"ENSG00000237408";"ENSG00000237408";"ART2BP"
"34165";"ENSG00000237409";"ENSG00000237409";"ENSG00000237409"
"34166";"ENSG00000237410";"ENSG00000237410";"NRXN2-AS1"
"34167";"ENSG00000237412";"ENSG00000237412";"PRSS56"
"34168";"ENSG00000237413";"ENSG00000237413";"ENSG00000237413"
"34169";"ENSG00000237414";"ENSG00000237414";"ENSG00000237414"
"34170";"ENSG00000237415";"ENSG00000237415";"NRBF2P3"
"34171";"ENSG00000237417";"ENSG00000237417";"XRCC6P1"
"34172";"ENSG00000237418";"ENSG00000237418";"ENSG00000237418"
"34173";"ENSG00000237419";"ENSG00000237419";"ENSG00000237419"
"34174";"ENSG00000237422";"ENSG00000237422";"ENSG00000237422"
"34175";"ENSG00000237423";"ENSG00000237423";"LINC01522"
"34176";"ENSG00000237424";"ENSG00000237424";"FOXD2-AS1"
"34177";"ENSG00000237425";"ENSG00000237425";"RPSAP2"
"34178";"ENSG00000237426";"ENSG00000237426";"ZIK1P1"
"34179";"ENSG00000237427";"ENSG00000237427";"TOMM22P1"
"34180";"ENSG00000237428";"ENSG00000237428";"ASH2LP2"
"34181";"ENSG00000237429";"ENSG00000237429";"ENSG00000237429"
"34182";"ENSG00000237432";"ENSG00000237432";"RPS7P12"
"34183";"ENSG00000237433";"ENSG00000237433";"RPSAP11"
"34184";"ENSG00000237434";"ENSG00000237434";"ENSG00000237434"
"34185";"ENSG00000237435";"ENSG00000237435";"LINC02790"
"34186";"ENSG00000237436";"ENSG00000237436";"CAMTA1-DT"
"34187";"ENSG00000237437";"ENSG00000237437";"ASS1P12"
"34188";"ENSG00000237438";"ENSG00000237438";"CECR7"
"34189";"ENSG00000237439";"ENSG00000237439";"ENSG00000237439"
"34190";"ENSG00000237440";"ENSG00000237440";"ZNF737"
"34191";"ENSG00000237441";"ENSG00000237441";"RGL2"
"34192";"ENSG00000237442";"ENSG00000237442";"HNRNPA1P57"
"34193";"ENSG00000237443";"ENSG00000237443";"OR13D2P"
"34194";"ENSG00000237444";"ENSG00000237444";"ENSG00000237444"
"34195";"ENSG00000237445";"ENSG00000237445";"ENSG00000237445"
"34196";"ENSG00000237446";"ENSG00000237446";"RHEBP3"
"34197";"ENSG00000237447";"ENSG00000237447";"CDC27P2"
"34198";"ENSG00000237449";"ENSG00000237449";"TAAR4P"
"34199";"ENSG00000237450";"ENSG00000237450";"RPL23AP71"
"34200";"ENSG00000237451";"ENSG00000237451";"CDK2AP2P2"
"34201";"ENSG00000237452";"ENSG00000237452";"MEIOSIN"
"34202";"ENSG00000237453";"ENSG00000237453";"ENSG00000237453"
"34203";"ENSG00000237456";"ENSG00000237456";"ID2B"
"34204";"ENSG00000237457";"ENSG00000237457";"LINC01351"
"34205";"ENSG00000237458";"ENSG00000237458";"TUBB4BP3"
"34206";"ENSG00000237460";"ENSG00000237460";"LINC01661"
"34207";"ENSG00000237461";"ENSG00000237461";"ENSG00000237461"
"34208";"ENSG00000237463";"ENSG00000237463";"LRRC52-AS1"
"34209";"ENSG00000237464";"ENSG00000237464";"ENSG00000237464"
"34210";"ENSG00000237466";"ENSG00000237466";"MTCO3P41"
"34211";"ENSG00000237467";"ENSG00000237467";"USP9YP35"
"34212";"ENSG00000237468";"ENSG00000237468";"ENSG00000237468"
"34213";"ENSG00000237469";"ENSG00000237469";"TUBB8P10"
"34214";"ENSG00000237470";"ENSG00000237470";"DCLRE1CP1"
"34215";"ENSG00000237471";"ENSG00000237471";"ENSG00000237471"
"34216";"ENSG00000237472";"ENSG00000237472";"ENSG00000237472"
"34217";"ENSG00000237473";"ENSG00000237473";"ENSG00000237473"
"34218";"ENSG00000237475";"ENSG00000237475";"RPL7P53"
"34219";"ENSG00000237476";"ENSG00000237476";"LINC01637"
"34220";"ENSG00000237477";"ENSG00000237477";"ENSG00000237477"
"34221";"ENSG00000237478";"ENSG00000237478";"ENSG00000237478"
"34222";"ENSG00000237479";"ENSG00000237479";"ENSG00000237479"
"34223";"ENSG00000237480";"ENSG00000237480";"ENSG00000237480"
"34224";"ENSG00000237481";"ENSG00000237481";"ENSG00000237481"
"34225";"ENSG00000237483";"ENSG00000237483";"RPS27AP8"
"34226";"ENSG00000237484";"ENSG00000237484";"LINC01684"
"34227";"ENSG00000237487";"ENSG00000237487";"VN1R48P"
"34228";"ENSG00000237489";"ENSG00000237489";"C10orf143"
"34229";"ENSG00000237490";"ENSG00000237490";"RPS27AP17"
"34230";"ENSG00000237491";"ENSG00000237491";"LINC01409"
"34231";"ENSG00000237492";"ENSG00000237492";"OR2L9P"
"34232";"ENSG00000237493";"ENSG00000237493";"ENSG00000237493"
"34233";"ENSG00000237494";"ENSG00000237494";"ENSG00000237494"
"34234";"ENSG00000237498";"ENSG00000237498";"ENSG00000237498"
"34235";"ENSG00000237499";"ENSG00000237499";"WAKMAR2"
"34236";"ENSG00000237500";"ENSG00000237500";"ENSG00000237500"
"34237";"ENSG00000237501";"ENSG00000237501";"ENSG00000237501"
"34238";"ENSG00000237503";"ENSG00000237503";"ENSG00000237503"
"34239";"ENSG00000237505";"ENSG00000237505";"PKN2-AS1"
"34240";"ENSG00000237506";"ENSG00000237506";"RPSAP15"
"34241";"ENSG00000237510";"ENSG00000237510";"GPAT2P1"
"34242";"ENSG00000237512";"ENSG00000237512";"UNC5B-AS1"
"34243";"ENSG00000237513";NA;"ENSG00000237513"
"34244";"ENSG00000237514";"ENSG00000237514";"PTP4A1P7"
"34245";"ENSG00000237515";"ENSG00000237515";"SHISA9"
"34246";"ENSG00000237517";"ENSG00000237517";"DGCR5"
"34247";"ENSG00000237520";"ENSG00000237520";"ENSG00000237520"
"34248";"ENSG00000237521";"ENSG00000237521";"OR7E24"
"34249";"ENSG00000237522";"ENSG00000237522";"NONOP2"
"34250";"ENSG00000237523";"ENSG00000237523";"LINC00857"
"34251";"ENSG00000237524";"ENSG00000237524";"TEX51"
"34252";"ENSG00000237525";"ENSG00000237525";"ENSG00000237525"
"34253";"ENSG00000237527";"ENSG00000237527";"ENSG00000237527"
"34254";"ENSG00000237528";"ENSG00000237528";"UQCR10P1"
"34255";"ENSG00000237529";"ENSG00000237529";"ENSG00000237529"
"34256";"ENSG00000237530";"ENSG00000237530";"ENSG00000237530"
"34257";"ENSG00000237531";"ENSG00000237531";"ENSG00000237531"
"34258";"ENSG00000237532";"ENSG00000237532";"ENSG00000237532"
"34259";"ENSG00000237539";"ENSG00000237539";"ENSG00000237539"
"34260";"ENSG00000237540";"ENSG00000237540";"RPL36AP36"
"34261";"ENSG00000237541";"ENSG00000237541";"HLA-DQA2"
"34262";"ENSG00000237542";"ENSG00000237542";"MTCO3P17"
"34263";"ENSG00000237546";"ENSG00000237546";"XKRYP6"
"34264";"ENSG00000237547";"ENSG00000237547";"IGHJ2P"
"34265";"ENSG00000237548";NA;"ENSG00000237548"
"34266";"ENSG00000237549";"ENSG00000237549";"RPS6P3"
"34267";"ENSG00000237550";"ENSG00000237550";"ENSG00000237550"
"34268";"ENSG00000237551";"ENSG00000237551";"ENSG00000237551"
"34269";"ENSG00000237552";"ENSG00000237552";"LINC02567"
"34270";"ENSG00000237553";"ENSG00000237553";"ENSG00000237553"
"34271";"ENSG00000237555";"ENSG00000237555";"ENSG00000237555"
"34272";"ENSG00000237556";"ENSG00000237556";"KCND3-AS1"
"34273";"ENSG00000237557";"ENSG00000237557";"YWHABP1"
"34274";"ENSG00000237558";"ENSG00000237558";"CDY7P"
"34275";"ENSG00000237560";"ENSG00000237560";"LINC01497"
"34276";"ENSG00000237563";"ENSG00000237563";"TTTY21B"
"34277";"ENSG00000237566";"ENSG00000237566";"ENSG00000237566"
"34278";"ENSG00000237567";"ENSG00000237567";"LINC02836"
"34279";"ENSG00000237568";"ENSG00000237568";"ENSG00000237568"
"34280";"ENSG00000237569";"ENSG00000237569";"TUBAP1"
"34281";"ENSG00000237571";"ENSG00000237571";"LINC02862"
"34282";"ENSG00000237572";"ENSG00000237572";"ENSG00000237572"
"34283";"ENSG00000237574";"ENSG00000237574";"LINC01856"
"34284";"ENSG00000237575";"ENSG00000237575";"PYY2"
"34285";"ENSG00000237576";"ENSG00000237576";"LINC01888"
"34286";"ENSG00000237579";"ENSG00000237579";"LINC01514"
"34287";"ENSG00000237580";"ENSG00000237580";"GCSHP3"
"34288";"ENSG00000237581";"ENSG00000237581";"ENSG00000237581"
"34289";"ENSG00000237583";"ENSG00000237583";"RPL34P8"
"34290";"ENSG00000237584";"ENSG00000237584";"RAC1P4"
"34291";"ENSG00000237585";"ENSG00000237585";"LINC00407"
"34292";"ENSG00000237586";"ENSG00000237586";"ENSG00000237586"
"34293";"ENSG00000237588";"ENSG00000237588";"ENSG00000237588"
"34294";"ENSG00000237589";"ENSG00000237589";"HMGN1P32"
"34295";"ENSG00000237590";"ENSG00000237590";"ENSG00000237590"
"34296";"ENSG00000237592";"ENSG00000237592";"IGKV1OR10-1"
"34297";"ENSG00000237593";"ENSG00000237593";"ENSG00000237593"
"34298";"ENSG00000237594";"ENSG00000237594";"ENSG00000237594"
"34299";"ENSG00000237595";"ENSG00000237595";"LINC01275"
"34300";"ENSG00000237596";"ENSG00000237596";"ENSG00000237596"
"34301";"ENSG00000237601";"ENSG00000237601";"ENSG00000237601"
"34302";"ENSG00000237603";"ENSG00000237603";"HMGB3P12"
"34303";"ENSG00000237604";"ENSG00000237604";"ENSG00000237604"
"34304";"ENSG00000237605";"ENSG00000237605";"DYRK3-AS1"
"34305";"ENSG00000237606";"ENSG00000237606";"ENSG00000237606"
"34306";"ENSG00000237609";"ENSG00000237609";"ENSG00000237609"
"34307";"ENSG00000237610";"ENSG00000237610";"OR4C50P"
"34308";"ENSG00000237611";"ENSG00000237611";"ENSG00000237611"
"34309";"ENSG00000237612";"ENSG00000237612";"ENSG00000237612"
"34310";"ENSG00000237613";"ENSG00000237613";"FAM138A"
"34311";"ENSG00000237614";"ENSG00000237614";"ENSG00000237614"
"34312";"ENSG00000237616";"ENSG00000237616";"USP9YP32"
"34313";"ENSG00000237617";"ENSG00000237617";"ENSG00000237617"
"34314";"ENSG00000237618";"ENSG00000237618";"BTBD7P2"
"34315";"ENSG00000237619";"ENSG00000237619";"OR3B1P"
"34316";"ENSG00000237620";"ENSG00000237620";"GCNT1P5"
"34317";"ENSG00000237621";"ENSG00000237621";"OR9A1P"
"34318";"ENSG00000237622";"ENSG00000237622";"ELOCP18"
"34319";"ENSG00000237623";"ENSG00000237623";"NICN2P"
"34320";"ENSG00000237624";"ENSG00000237624";"OXCT2P1"
"34321";"ENSG00000237626";"ENSG00000237626";"ENSG00000237626"
"34322";"ENSG00000237628";"ENSG00000237628";"MTCO2P19"
"34323";"ENSG00000237629";"ENSG00000237629";"UQCRHP2"
"34324";"ENSG00000237630";"ENSG00000237630";"NIFKP9"
"34325";"ENSG00000237631";"ENSG00000237631";"PARK7P2"
"34326";"ENSG00000237632";"ENSG00000237632";"S100A11P1"
"34327";"ENSG00000237633";"ENSG00000237633";"ENSG00000237633"
"34328";"ENSG00000237635";"ENSG00000237635";"DUX4L29"
"34329";"ENSG00000237636";"ENSG00000237636";"ANKRD26P3"
"34330";"ENSG00000237637";"ENSG00000237637";"FRY-AS1"
"34331";"ENSG00000237638";"ENSG00000237638";"LINC02245"
"34332";"ENSG00000237639";"ENSG00000237639";"ENSG00000237639"
"34333";"ENSG00000237640";"ENSG00000237640";"ENSG00000237640"
"34334";"ENSG00000237641";"ENSG00000237641";"RPL28P2"
"34335";"ENSG00000237642";"ENSG00000237642";"HMGB3P5"
"34336";"ENSG00000237643";"ENSG00000237643";"ENSG00000237643"
"34337";"ENSG00000237645";"ENSG00000237645";"ENSG00000237645"
"34338";"ENSG00000237646";"ENSG00000237646";"HLCS-IT1"
"34339";"ENSG00000237649";"ENSG00000237649";"KIFC1"
"34340";"ENSG00000237650";"ENSG00000237650";"OR11Q1P"
"34341";"ENSG00000237651";"ENSG00000237651";"C2orf74"
"34342";"ENSG00000237653";"ENSG00000237653";"ENSG00000237653"
"34343";"ENSG00000237654";"ENSG00000237654";"ENSG00000237654"
"34344";"ENSG00000237655";"ENSG00000237655";"ENSG00000237655"
"34345";"ENSG00000237659";"ENSG00000237659";"RNASEH2CP1"
"34346";"ENSG00000237661";"ENSG00000237661";"TNIP2P1"
"34347";"ENSG00000237662";"ENSG00000237662";"SOCS2P1"
"34348";"ENSG00000237663";"ENSG00000237663";"DNAJC19P7"
"34349";"ENSG00000237664";"ENSG00000237664";"LINC00316"
"34350";"ENSG00000237665";"ENSG00000237665";"GRM7-AS2"
"34351";"ENSG00000237666";"ENSG00000237666";"ENSG00000237666"
"34352";"ENSG00000237667";"ENSG00000237667";"LINC01115"
"34353";"ENSG00000237668";"ENSG00000237668";"RPS15AP38"
"34354";"ENSG00000237669";"ENSG00000237669";"ENSG00000237669"
"34355";"ENSG00000237670";"ENSG00000237670";"LINC01866"
"34356";"ENSG00000237671";"ENSG00000237671";"GAGE12C"
"34357";"ENSG00000237672";"ENSG00000237672";"KRR1P1"
"34358";"ENSG00000237674";"ENSG00000237674";"GSTA7P"
"34359";"ENSG00000237675";"ENSG00000237675";"TEX36-AS1"
"34360";"ENSG00000237676";"ENSG00000237676";"RPL30P4"
"34361";"ENSG00000237679";"ENSG00000237679";"VDAC1P11"
"34362";"ENSG00000237682";"ENSG00000237682";"PRKCIP1"
"34363";"ENSG00000237684";"ENSG00000237684";"RPSAP35"
"34364";"ENSG00000237685";"ENSG00000237685";"ENSG00000237685"
"34365";"ENSG00000237686";"ENSG00000237686";"SCIRT"
"34366";"ENSG00000237687";"ENSG00000237687";"LINC00686"
"34367";"ENSG00000237689";"ENSG00000237689";"ENSG00000237689"
"34368";"ENSG00000237691";"ENSG00000237691";"IFNWP2"
"34369";"ENSG00000237693";"ENSG00000237693";"IRGM"
"34370";"ENSG00000237699";"ENSG00000237699";"ENSG00000237699"
"34371";"ENSG00000237700";"ENSG00000237700";"PRAMEF33"
"34372";"ENSG00000237701";"ENSG00000237701";"ATP5PFP1"
"34373";"ENSG00000237702";"ENSG00000237702";"TRBV3-1"
"34374";"ENSG00000237704";"ENSG00000237704";"ENSG00000237704"
